Station Category,Station #,Station Name,Katakana Name,Lat,Lon,Lat Degree,Lat Minute,Lon Degree,Lon Minute,Elevation,Precipitation,Wind,Teperature,Sunshine,Snowfall,,,,,Note 1,Note 2
a,0262,金山,カネヤマ,38.87833333,140.33166667,38,52.7,140,19.9,170,1,1,1,1,1,9999,99,99,,,
a,0263,鶴岡,ツルオカ,38.73500000,139.82833333,38,44.1,139,49.7,16,1,1,1,1,0,9999,99,99,,,
a,0264,狩川,カリカワ,38.80000000,139.97333333,38,48,139,58.4,17,1,1,1,1,1,9999,99,99,,,
s,47520,新庄,シンジヨウ,38.75666667,140.31166667,38,45.4,140,18.7,105.1,1,1,1,1,1,9999,99,99,,,
a,0266,瀬見,セミ,38.75500000,140.41333333,38,45.3,140,24.8,150,1,0,0,0,0,9999,99,99,,,
a,0267,温海岳,アツミダケ,38.62833333,139.63000000,38,37.7,139,37.8,620,1,0,0,0,0,2009,11,2,,,
a,0268,櫛引,クシビキ,38.67166667,139.84833333,38,40.3,139,50.9,33,1,0,0,0,1,9999,99,99,,,
a,0269,月山,ガッサン,38.49833333,140.10166667,38,29.9,140,6.1,770,1,0,0,0,0,2009,11,2,,,
a,0270,銀山,ギンザン,38.56166667,140.52666667,38,33.7,140,31.6,440,1,0,0,0,0,2005,10,25,,,
a,0271,楯岡,タテオカ,38.47333333,140.39833333,38,28.4,140,23.9,118,1,1,1,1,0,2002,6,4,,,
a,0272,左沢,アテラザワ,38.37000000,140.19166667,38,22.2,140,11.5,133,1,1,1,1,1,9999,99,99,,,
s,47588,山形,ヤマガタ,38.25500000,140.34500000,38,15.3,140,20.7,152.5,1,1,1,1,1,9999,99,99,,,
a,0274,葉山,ハヤマ,38.16166667,139.98166667,38,9.7,139,58.9,970,1,0,0,0,0,1984,10,1,,,
a,0275,長井,ナガイ,38.10500000,140.01500000,38,6.3,140,0.9,210,1,1,1,1,1,9999,99,99,,,
a,0276,蔵王山,ザオウサン,38.15666667,140.43333333,38,9.4,140,26,1660,1,0,0,0,0,2009,11,2,,,
a,0277,小国,オグニ,38.07833333,139.73500000,38,4.7,139,44.1,140,1,1,1,1,1,9999,99,99,,,
a,0278,高峰,タカミネ,37.99833333,139.95666667,37,59.9,139,57.4,250,1,1,1,1,0,9999,99,99,,,
a,0279,米沢,ヨネザワ,37.91166667,140.14333333,37,54.7,140,8.6,245,1,1,1,1,1,9999,99,99,,,
a,0280,西吾妻山,ニシアヅマヤマ,37.76666667,140.13833333,37,46,140,8.3,1530,1,0,0,0,0,2009,11,2,,,
a,0910,向町,ムカイマチ,38.75833333,140.51666667,38,45.5,140,31,212,1,1,1,1,1,9999,99,99,,,
a,1038,上草津,カミクサツ,38.99500000,140.02833333,38,59.7,140,1.7,178,1,0,0,0,0,9999,99,99,,,
a,1039,尾花沢,オバナザワ,38.60833333,140.41166667,38,36.5,140,24.7,106,1,1,1,1,1,9999,99,99,,,
a,1040,鼠ケ関,ネズガセキ,38.56666667,139.55166667,38,34,139,33.1,18,1,1,1,1,0,9999,99,99,,,
a,1103,山毛欅潰山,ブナツブレヤマ,37.91166667,139.81500000,37,54.7,139,48.9,890,1,0,0,0,0,1980,10,20,,,
a,1125,肘折,ヒジオリ,38.60666667,140.16333333,38,36.4,140,9.8,330,1,1,1,1,1,9999,99,99,,,
a,1132,高畠,タカハタ,38.00333333,140.20666667,38,0.2,140,12.4,220,1,1,1,1,0,9999,99,99,,,
a,1169,落合,オチアイ,38.60500000,139.83500000,38,36.3,139,50.1,99,1,0,0,0,0,1977,11,2,,,
a,1291,飛島,トビシマ,39.18333333,139.54333333,39,11,139,32.6,58,1,1,1,1,0,9999,99,99,,,
a,1292,大井沢,オオイサワ,38.39000000,139.99333333,38,23.4,139,59.6,440,1,1,1,1,1,9999,99,99,,,
a,1357,荒沢,アラサワ,38.50666667,139.78166667,38,30.4,139,46.9,273,1,0,0,0,0,9999,99,99,,,
a,1372,中津川,ナカツガワ,37.91000000,139.84333333,37,54.6,139,50.6,390,1,0,0,0,0,9999,99,99,,,
a,1428,白鷹山,シラタカヤマ,38.22166667,140.18500000,38,13.3,140,11.1,860,1,0,0,0,0,2009,11,2,,,
a,1465,浜中,ハマナカ,38.81166667,139.78666667,38,48.7,139,47.2,22,1,1,1,0,0,9999,99,99,,,
a,1488,東根,ヒガシネ,38.41166667,140.37000000,38,24.7,140,22.2,105,1,1,1,0,0,9999,99,99,,,
a,1539,村山,ムラヤマ,38.46000000,140.34833333,38,27.6,140,20.9,80,1,1,1,1,0,9999,99,99,,,
a,1562,上山中山,カミノヤマナカヤマ,38.11666667,140.21333333,38,7,140,12.8,270,1,0,0,0,0,9999,99,99,,,
a,0295,浪江,ナミエ,37.49166667,140.96500000,37,29.5,140,57.9,47,1,1,1,1,0,9999,99,99,,,
a,0304,小野新町,オノニイマチ,37.28666667,140.62500000,37,17.2,140,37.5,433,1,1,1,1,0,9999,99,99,,,
a,1034,広野,ヒロノ,37.23333333,141.00000000,37,14,141,0,43,1,1,1,1,0,9999,99,99,,,
a,1129,川内,カワウチ,37.33666667,140.80833333,37,20.2,140,48.5,410,1,1,1,1,0,9999,99,99,,,
a,0285,相馬,ソウマ,37.78333333,140.92500000,37,47,140,55.5,9,1,1,1,1,0,9999,99,99,,,
a,0285,相馬,ソウマ,37.78333333,140.92500000,37,47,140,55.5,9,1,1,1,1,0,9999,99,99,,,
a,0299,郡山,コオリヤマ,37.36833333,140.33000000,37,22.1,140,19.8,249,1,1,1,1,0,9999,99,99,,,
a,0281,梁川,ヤナガワ,37.85166667,140.58833333,37,51.1,140,35.3,43,1,1,1,1,0,9999,99,99,,,
a,0281,梁川,ヤナガワ,37.85166667,140.58833333,37,51.1,140,35.3,43,1,1,1,1,0,9999,99,99,,,
a,0282,稲荷峠,イナリトウゲ,37.75666667,139.73500000,37,45.4,139,44.1,800,1,0,0,0,0,2009,11,2,,,
a,0283,吾妻山,アヅマヤマ,37.72166667,140.27500000,37,43.3,140,16.5,1300,1,0,0,0,0,2009,11,2,,,
s,47595,福島,フクシマ,37.75833333,140.47000000,37,45.5,140,28.2,67.4,1,1,1,1,1,9999,99,99,,,
a,0286,喜多方,キタカタ,37.65833333,139.86333333,37,39.5,139,51.8,212,1,1,1,1,0,9999,99,99,,,
a,0287,八木沢,ヤギサワ,37.69666667,140.82000000,37,41.8,140,49.2,540,1,0,0,0,0,2005,3,31,,,
a,0288,原町,ハラマチ,37.63833333,140.98333333,37,38.3,140,59,17,1,0,0,0,0,9999,99,99,,,
a,0289,飯谷山,イイタニヤマ,37.52666667,139.68333333,37,31.6,139,41,720,1,0,0,0,0,2005,4,20,,,
a,0290,猪苗代,イナワシロ,37.55166667,140.10833333,37,33.1,140,6.5,519,1,1,1,1,1,9999,99,99,,,
a,0291,二本松,ニホンマツ,37.58333333,140.43000000,37,35,140,25.8,235,1,1,1,1,0,9999,99,99,,,
a,0292,白馬石山,シラウマイシヤマ,37.58000000,140.72500000,37,34.8,140,43.5,640,1,0,0,0,0,1981,10,26,,,
s,47570,若松,ワカマツ,37.48833333,139.91000000,37,29.3,139,54.6,211.7,1,1,1,1,1,9999,99,99,,,
a,0294,船引,フネヒキ,37.43500000,140.57666667,37,26.1,140,34.6,421,1,1,1,1,0,9999,99,99,,,
a,0296,浅草岳,アサクサダケ,37.34333333,139.23666667,37,20.6,139,14.2,1520,1,0,0,0,0,1977,10,14,,,
a,0297,只見,タダミ,37.34333333,139.31333333,37,20.6,139,18.8,377,1,1,1,1,1,9999,99,99,,,
a,0298,博士峠,ハカセトウゲ,37.34000000,139.72333333,37,20.4,139,43.4,1233,1,0,0,0,0,2009,11,2,,,
a,0300,富岡,トミオカ,37.34666667,141.01666667,37,20.8,141,1,50,1,0,0,0,0,9999,99,99,,,
a,0301,南郷,ナンゴウ,37.26500000,139.53666667,37,15.9,139,32.2,494,1,1,1,1,1,9999,99,99,,,
a,0302,駒止峠,コマドメトウゲ,37.21000000,139.61333333,37,12.6,139,36.8,1145,1,0,0,0,0,2009,11,2,,,
a,0303,田島,タジマ,37.20666667,139.79500000,37,12.4,139,47.7,544,1,1,1,1,1,9999,99,99,,,
a,0305,観音山,カンノンヤマ,37.18333333,139.92500000,37,11,139,55.5,1050,1,0,0,0,0,1978,10,16,,,
s,47597,白河,シラカワ,37.13166667,140.21500000,37,7.9,140,12.9,355,1,1,1,1,1,9999,99,99,,,
a,0307,石川,イシカワ,37.14666667,140.46000000,37,8.8,140,27.6,290,1,1,1,1,0,9999,99,99,,,
a,0308,山王峠,サンノウトウゲ,37.06833333,139.73166667,37,4.1,139,43.9,1080,1,0,0,0,0,2009,11,2,,,
a,0309,大辷山,オオツベヤマ,37.08000000,140.63666667,37,4.8,140,38.2,688,1,0,0,0,0,2009,11,2,,,
a,0310,平,タイラ,37.06500000,140.87666667,37,3.9,140,52.6,12,1,0,0,0,0,9999,99,99,,,
a,0311,田代山,タシロヤマ,36.98000000,139.48166667,36,58.8,139,28.9,1920,1,0,0,0,0,2009,11,2,,,
a,0312,東白川,ヒガシシラカワ,36.93833333,140.40833333,36,56.3,140,24.5,183,1,1,1,1,0,9999,99,99,,,
s,47598,小名浜,オナハマ,36.94666667,140.90333333,36,56.8,140,54.2,3.3,1,1,1,1,1,9999,99,99,,,
a,1031,西会津,ニシアイヅ,37.58833333,139.65666667,37,35.3,139,39.4,165,1,1,1,1,1,9999,99,99,,,
a,1044,金山,カネヤマ,37.47333333,139.52833333,37,28.4,139,31.7,296,1,1,1,1,1,9999,99,99,,,
a,1116,鷲倉,ワシクラ,37.66833333,140.26000000,37,40.1,140,15.6,1220,1,1,1,1,0,9999,99,99,,,
a,1127,上遠野,カトオノ,37.00833333,140.73666667,37,0.5,140,44.2,125,1,1,1,1,0,2009,3,16,,,
a,1130,飯舘,イイタテ,37.66500000,140.72666667,37,39.9,140,43.6,460,1,1,1,1,0,9999,99,99,,,
a,1150,津島,ツシマ,37.56000000,140.75333333,37,33.6,140,45.2,400,1,0,0,0,0,9999,99,99,,,
a,1268,長沼,ナガヌマ,37.28833333,140.21833333,37,17.3,140,13.1,317,1,0,0,0,0,9999,99,99,,,
a,1269,舘岩,タテイワ,37.09166667,139.53166667,37,5.5,139,31.9,690,1,0,0,0,0,9999,99,99,,,
a,1274,川前,カワマエ,37.24666667,140.72333333,37,14.8,140,43.4,492,1,0,0,0,0,9999,99,99,,,
a,1282,桧原,ヒバラ,37.72166667,140.05833333,37,43.3,140,3.5,824,1,1,1,1,0,9999,99,99,,,
a,1293,茂庭,モニワ,37.89166667,140.43666667,37,53.5,140,26.2,200,1,1,1,1,1,9999,99,99,,,
a,1294,湯本,ユモト,37.27666667,140.06333333,37,16.6,140,3.8,640,1,1,1,1,1,9999,99,99,,,
a,1295,桧枝岐,ヒノエマタ,37.02333333,139.38666667,37,1.4,139,23.2,930,1,1,1,1,1,9999,99,99,,,
a,1359,吉尾峠,ヨシオトウゲ,37.34666667,139.55666667,37,20.8,139,33.4,705,1,0,0,0,0,2009,11,2,,,
a,1364,六十里越,ロクジュウリゴエ,37.30333333,139.21666667,37,18.2,139,13,860,1,0,0,0,0,2009,11,2,,,
a,1386,湖南,コナン,37.38833333,140.09000000,37,23.3,140,5.4,536,1,0,0,0,0,9999,99,99,,,
a,1466,玉川,タマカワ,37.22666667,140.42666667,37,13.6,140,25.6,372,1,1,1,0,0,9999,99,99,,,
a,1607,山田,ヤマダ,36.93333333,140.73333333,36,56,140,44,25,1,1,1,1,0,9999,99,99,,,
a,1633,新地,シンチ,37.87500000,140.91833333,37,52.5,140,55.1,10,1,1,1,0,0,9999,99,99,,,
a,1634,古殿,フルドノ,37.09000000,140.56000000,37,5.4,140,33.6,353,1,1,1,0,0,9999,99,99,,,
a,0314,花園,ハナゾノ,36.86833333,140.63666667,36,52.1,140,38.2,370,1,0,0,0,0,9999,99,99,,,
a,0315,北茨城,キタイバラキ,36.83333333,140.77166667,36,50,140,46.3,5,1,1,1,1,0,9999,99,99,1991年2月20日までの地点名「大津」,,
a,0316,大子,ダイゴ,36.77833333,140.34500000,36,46.7,140,20.7,120,1,1,1,1,0,9999,99,99,,,
a,0317,神峰山,カミネサン,36.63333333,140.60833333,36,38,140,36.5,592,1,0,0,0,0,1985,5,28,,,
a,0318,笠間,カサマ,36.39500000,140.24000000,36,23.7,140,14.4,72,1,1,1,1,0,9999,99,99,,,
s,47629,水戸,ミト,36.38000000,140.46666667,36,22.8,140,28,29,1,1,1,1,1,9999,99,99,,,
a,0320,古河,コガ,36.20166667,139.71666667,36,12.1,139,43,20,1,1,1,1,0,9999,99,99,,,
a,0321,愛宕山,アタゴサン,36.29000000,140.25500000,36,17.4,140,15.3,280,1,0,0,0,0,1982,5,12,,,
a,0322,下妻,シモツマ,36.16833333,139.94500000,36,10.1,139,56.7,20,1,1,1,1,0,9999,99,99,,,
a,0323,坂東,バンドウ,36.03500000,139.89333333,36,2.1,139,53.6,16,1,0,0,0,0,9999,99,99,2005年3月31日までの地点名「岩井」,,
a,0324,土浦,ツチウラ,36.10333333,140.22000000,36,6.2,140,13.2,26,1,1,1,1,0,9999,99,99,,,
a,0325,鹿嶋,カシマ,35.96333333,140.62166667,35,57.8,140,37.3,37,1,1,1,1,0,9999,99,99,1995年8月31日までの地点名「鹿島」,,
a,0911,江戸崎,エドサキ,35.96000000,140.32000000,35,57.6,140,19.2,25,1,0,0,0,0,9999,99,99,,,
a,1011,日立,ヒタチ,36.58000000,140.64500000,36,34.8,140,38.7,34,1,1,1,1,0,9999,99,99,,,
a,1012,柿岡,カキオカ,36.23333333,140.18833333,36,14,140,11.3,27,1,0,0,0,0,9999,99,99,,,
a,1013,美野里,ミノリ,36.23666667,140.32500000,36,14.2,140,19.5,25,1,0,0,0,0,9999,99,99,,,
a,1014,龍ケ崎,リュウガサキ,35.89000000,140.21166667,35,53.4,140,12.7,4,1,1,1,1,0,9999,99,99,1978年12月18日までの地点名「竜ケ崎」,,
a,1082,筑波山,ツクバサン,36.22500000,140.09833333,36,13.5,140,5.9,868,1,1,1,1,0,2001,12,6,,,
a,1170,中野,ナカノ,36.51500000,140.47333333,36,30.9,140,28.4,17,1,0,0,0,0,9999,99,99,,,
a,1173,徳田,トクダ,36.77833333,140.48166667,36,46.7,140,28.9,270,1,0,0,0,0,9999,99,99,,,
a,1245,鉾田,ホコタ,36.16833333,140.52666667,36,10.1,140,31.6,32,1,1,1,1,0,9999,99,99,,,
a,1331,常陸大宮,ヒタチオオミヤ,36.60666667,140.32500000,36,36.4,140,19.5,95,1,1,1,1,0,9999,99,99,2011年4月10日までの地点名「小瀬」,,
a,1388,門井,カドイ,36.33333333,140.03333333,36,20,140,2,40,1,0,0,0,0,9999,99,99,2005年3月31日までの地点名「協和」,,
a,1421,大能,オオノウ,36.74333333,140.59333333,36,44.6,140,35.6,395,1,0,0,0,0,9999,99,99,,,
s,47646,つくば（館野）,ツクバ（タテノ）,36.05666667,140.12500000,36,3.4,140,7.5,25.2,1,1,1,1,1,9999,99,99,,,
a,1530,下館,シモダテ,36.28166667,139.98833333,36,16.9,139,59.3,24,1,1,1,1,0,9999,99,99,,,
a,1635,高萩,タカハギ,36.70666667,140.71666667,36,42.4,140,43,4,1,1,1,0,0,9999,99,99,,,
a,1635,高萩,タカハギ,36.70666667,140.71666667,36,42.4,140,43,4,1,1,1,0,0,9999,99,99,,,
a,1661,常総,ジョウソウ,36.11333333,139.98000000,36,6.8,139,58.8,15,1,1,1,0,0,9999,99,99,,,
a,0326,那須高原,ナスコウゲン,37.12333333,140.03500000,37,7.4,140,2.1,749,1,1,1,1,1,9999,99,99,2015年3月18日までの地点名「那須」,,
a,0327,黒田原,クロダワラ,37.02000000,140.12000000,37,1.2,140,7.2,340,1,0,0,0,0,1977,10,31,,,
a,0328,八方が原,ハッポウガハラ,36.92000000,139.83333333,36,55.2,139,50,1087,1,0,0,0,0,2007,3,28,,,
a,0329,黒磯,クロイソ,36.98166667,140.01833333,36,58.9,140,1.1,343,1,1,1,1,0,9999,99,99,,,
a,0330,八溝山,ヤミゾサン,36.93666667,140.25833333,36,56.2,140,15.5,800,1,0,0,0,0,2007,3,28,,,
a,0331,大田原,オオタワラ,36.84000000,140.03500000,36,50.4,140,2.1,188,1,1,1,1,0,9999,99,99,,,
s,47690,奥日光（日光）,オクニッコウ（ニッコウ）,36.73833333,139.50000000,36,44.3,139,30,1291.9,1,1,1,1,1,9999,99,99,1968年3月29日までの地点名「中宮祠」,,
a,0333,方塞山,ホウサイザン,36.63000000,139.50833333,36,37.8,139,30.5,1385,1,0,0,0,0,2004,11,1,,,
a,0334,高根沢,タカネザワ,36.60666667,139.99833333,36,36.4,139,59.9,148,1,0,0,0,0,9999,99,99,,,
a,0335,鹿沼,カヌマ,36.59166667,139.73500000,36,35.5,139,44.1,165,1,1,1,1,0,9999,99,99,,,
s,47615,宇都宮,ウツノミヤ,36.54833333,139.86833333,36,32.9,139,52.1,119.4,1,1,1,1,1,9999,99,99,,,
a,0337,葛生,クズウ,36.43166667,139.59000000,36,25.9,139,35.4,120,1,0,0,0,0,9999,99,99,,,
a,0338,真岡,モオカ,36.47666667,139.98666667,36,28.6,139,59.2,91,1,1,1,1,0,9999,99,99,,,
a,0339,足利,アシカガ,36.30166667,139.47333333,36,18.1,139,28.4,28,1,0,0,0,0,9999,99,99,,,
a,0340,栃木,トチギ,36.37333333,139.70333333,36,22.4,139,42.2,65,1,0,0,0,0,9999,99,99,,,
a,0341,小山,オヤマ,36.33833333,139.83000000,36,20.3,139,49.8,44,1,1,1,1,0,9999,99,99,,,
a,1015,五十里,イカリ,36.92166667,139.69500000,36,55.3,139,41.7,620,1,1,1,1,0,9999,99,99,,,
a,1016,足尾,アシオ,36.64666667,139.44833333,36,38.8,139,26.9,650,1,0,0,0,0,9999,99,99,,,
a,1017,烏山,カラスヤマ,36.65000000,140.14666667,36,39,140,8.8,162,1,1,1,1,0,2009,2,23,,,
a,1018,佐野,サノ,36.36333333,139.57000000,36,21.8,139,34.2,68,1,1,1,1,0,9999,99,99,,,
a,1221,土呂部,ドロブ,36.89166667,139.56833333,36,53.5,139,34.1,925,1,1,1,1,1,9999,99,99,,,
a,1333,今市,イマイチ,36.72666667,139.67666667,36,43.6,139,40.6,414,1,1,1,1,0,9999,99,99,,,
a,1334,塩谷,シオヤ,36.75666667,139.88333333,36,45.4,139,53,225,1,1,1,1,0,9999,99,99,,,
a,1605,那須烏山,ナスカラスヤマ,36.64166667,140.11666667,36,38.5,140,7,82,1,1,1,1,0,9999,99,99,,,
a,1605,那須烏山,ナスカラスヤマ,36.64166667,140.11666667,36,38.5,140,7,82,1,1,1,1,0,9999,99,99,,,
a,0342,前武尊,マエホタカ,36.76833333,139.16333333,36,46.1,139,9.8,1530,1,0,0,0,0,1981,7,29,,,
a,0343,草津,クサツ,36.61666667,138.59166667,36,37,138,35.5,1223,1,1,1,1,1,9999,99,99,,,
a,0344,野反湖,ノゾリコ,36.69000000,138.65000000,36,41.4,138,39,1570,1,0,0,0,0,2009,11,2,,,
a,0345,雨見山,アマミヤマ,36.68666667,138.86333333,36,41.2,138,51.8,825,1,0,0,0,0,2009,11,2,,,
a,0346,沼田,ヌマタ,36.65333333,139.06000000,36,39.2,139,3.6,439,1,1,1,1,0,9999,99,99,,,
a,0347,赤城山,アカギヤマ,36.54000000,139.17500000,36,32.4,139,10.5,1660,1,0,0,0,0,2009,11,2,,,
a,0348,田代,タシロ,36.46333333,138.46333333,36,27.8,138,27.8,1230,1,1,1,1,0,9999,99,99,,,
a,0349,榛名山,ハルナサン,36.47166667,138.87333333,36,28.3,138,52.4,1088,1,0,0,0,0,9999,99,99,,,
s,47624,前橋,マエバシ,36.40500000,139.06000000,36,24.3,139,3.6,112.1,1,1,1,1,1,9999,99,99,,,
a,0351,桐生,キリュウ,36.41000000,139.32500000,36,24.6,139,19.5,117,1,1,1,1,0,9999,99,99,,,
a,0352,一の字山,イチノジヤマ,36.37166667,138.65833333,36,22.3,138,39.5,1170,1,0,0,0,0,2009,11,2,,,
a,0353,上里見,カミサトミ,36.37666667,138.89500000,36,22.6,138,53.7,183,1,1,1,1,0,9999,99,99,,,
a,0354,西野牧,ニシノマキ,36.24500000,138.70666667,36,14.7,138,42.4,375,1,1,1,1,0,9999,99,99,,,
a,0355,藤岡,フジオカ,36.24166667,139.07000000,36,14.5,139,4.2,95,1,0,0,0,0,9999,99,99,,,
a,0356,館林,タテバヤシ,36.23333333,139.53166667,36,14,139,31.9,21,1,1,1,1,0,9999,99,99,,,
a,0357,稲含山,イナフクミヤマ,36.17000000,138.86333333,36,10.2,138,51.8,780,1,0,0,0,0,2009,11,2,,,
a,1019,みなかみ,ミナカミ,36.80000000,138.99166667,36,48,138,59.5,531,1,1,1,1,1,9999,99,99,2006年2月28日までの地点名「水上」,,
a,1020,中之条,ナカノジョウ,36.58666667,138.85000000,36,35.2,138,51,354,1,1,1,1,0,9999,99,99,,,
a,1021,伊勢崎,イセサキ,36.33166667,139.16500000,36,19.9,139,9.9,64,1,1,1,1,0,9999,99,99,,,
a,1174,片品,カタシナ,36.77166667,139.23833333,36,46.3,139,14.3,868,1,0,0,0,0,9999,99,99,,,
a,1222,藤原,フジワラ,36.86333333,139.05833333,36,51.8,139,3.5,700,1,1,1,1,1,9999,99,99,,,
a,1223,神流,カンナ,36.10833333,138.89666667,36,6.5,138,53.8,357,1,1,1,1,0,9999,99,99,2004年5月31日までの地点名「万場」,,
a,1259,黒保根,クロホネ,36.50166667,139.28333333,36,30.1,139,17,285,1,0,0,0,0,9999,99,99,,,
a,1375,高手山,タカテヤマ,36.75000000,139.09833333,36,45,139,5.9,1115,1,0,0,0,0,2009,11,2,,,
s,47626,熊谷,クマガヤ,36.15000000,139.38000000,36,9,139,22.8,30,1,1,1,1,1,9999,99,99,,,
a,0359,久喜,クキ,36.08666667,139.63500000,36,5.2,139,38.1,12,1,1,1,1,0,9999,99,99,,,
s,47641,秩父,チチブ,35.99000000,139.07333333,35,59.4,139,4.4,232.1,1,1,1,1,1,9999,99,99,,,
a,0361,堂平,ドウダイラ,36.00500000,139.19000000,36,0.3,139,11.4,876,1,0,0,0,0,2000,6,6,1985年6月24日までの地点名「刈場坂」,,
a,0362,飯能,ハンノウ,35.83833333,139.32166667,35,50.3,139,19.3,84,1,0,0,0,0,9999,99,99,,,
a,0363,さいたま,サイタマ,35.87500000,139.58666667,35,52.5,139,35.2,8,1,1,1,1,0,9999,99,99,2001年4月30日までの地点名「浦和」,,
a,0364,越谷,コシガヤ,35.88333333,139.75666667,35,53,139,45.4,3,1,1,1,1,0,9999,99,99,,,
a,1000,三峰,ミツミネ,35.92666667,138.92333333,35,55.6,138,55.4,975,1,0,0,0,0,9999,99,99,,,
a,1009,寄居,ヨリイ,36.10500000,139.18333333,36,6.3,139,11,128,1,1,1,1,0,9999,99,99,,,
a,1069,鴻巣,コウノス,36.06500000,139.52166667,36,3.9,139,31.3,15,1,0,0,0,0,9999,99,99,,,
a,1070,所沢,トコロザワ,35.77333333,139.41333333,35,46.4,139,24.8,119,1,1,1,1,0,9999,99,99,,,
a,1159,浦山,ウラヤマ,35.92000000,139.07000000,35,55.2,139,4.2,400,1,0,0,0,0,9999,99,99,,,
a,1182,上吉田,カミヨシダ,36.05333333,138.98000000,36,3.2,138,58.8,275,1,0,0,0,0,9999,99,99,,,
a,1232,鳩山,ハトヤマ,35.98500000,139.33500000,35,59.1,139,20.1,44,1,1,1,1,0,9999,99,99,,,
a,1497,ときがわ,トキガワ,35.99000000,139.20666667,35,59.4,139,12.4,295,1,0,0,0,0,9999,99,99,2006年2月28日までの地点名「都幾川」,,
a,0365,小河内,オゴウチ,35.79166667,139.05000000,35,47.5,139,3,530,1,1,1,1,0,9999,99,99,,,
a,0366,八王子,ハチオウジ,35.66666667,139.31666667,35,40,139,19,123,1,1,1,1,0,9999,99,99,,,
a,0367,調布,チョウフ,35.66833333,139.53000000,35,40.1,139,31.8,41,1,0,0,0,0,1976,12,13,,,
a,0368,世田谷,セタガヤ,35.62666667,139.62000000,35,37.6,139,37.2,35,1,0,0,0,0,9999,99,99,,,
s,47662,東京,トウキヨウ,35.69166667,139.75000000,35,41.5,139,45,25.2,1,1,1,1,1,9999,99,99,,,
a,0370,江戸川臨海,エドガワリンカイ,35.63833333,139.86333333,35,38.3,139,51.8,5,1,1,1,1,0,9999,99,99,2009年5月28日までの地点名「新木場」,,
a,0371,羽田,ハネダ,35.55333333,139.78000000,35,33.2,139,46.8,6,1,1,1,0,0,9999,99,99,,,
s,47675,大島,オオシマ,34.74833333,139.36166667,34,44.9,139,21.7,74,1,1,1,1,1,9999,99,99,,,
s,47677,三宅島,ミヤケジマ,34.12333333,139.52166667,34,7.4,139,31.3,36.4,1,1,1,1,1,9999,99,99,,,
s,47678,八丈島,ハチジヨウ,33.12166667,139.77833333,33,7.3,139,46.7,151.2,1,1,1,1,1,9999,99,99,,,
a,1001,青梅,オウメ,35.78833333,139.31166667,35,47.3,139,18.7,155,1,1,1,1,0,9999,99,99,,,
a,1002,練馬,ネリマ,35.73833333,139.59166667,35,44.3,139,35.5,51,1,1,1,1,0,9999,99,99,,,
a,1133,府中,フチュウ,35.68333333,139.48333333,35,41,139,29,59,1,1,1,1,0,9999,99,99,,,
a,1134,新島,ニイジマ,34.37333333,139.25166667,34,22.4,139,15.1,9,1,1,1,1,0,2008,11,18,,,
a,1180,小沢,オザワ,35.73500000,139.12333333,35,44.1,139,7.4,420,1,0,0,0,0,9999,99,99,,,
s,47971,父島,チチジマ,27.09166667,142.19000000,27,5.5,142,11.4,2.7,1,1,1,1,1,9999,99,99,,,
a,1467,大島北ノ山,オオシマキタノヤマ,34.78166667,139.36000000,34,46.9,139,21.6,38,1,1,1,0,0,9999,99,99,,,
a,1468,八重見ヶ原,ヤエミガハラ,33.11500000,139.78500000,33,6.9,139,47.1,92,1,1,1,0,0,9999,99,99,,,
a,1505,神津島,コウヅシマ,34.20500000,139.13333333,34,12.3,139,8,28,1,0,0,0,0,2006,3,1,,,
a,1506,三宅坪田,ミヤケツボタ,34.07333333,139.56000000,34,4.4,139,33.6,20,1,1,1,0,0,9999,99,99,,,
a,1509,三宅島阿古,ミヤケジマアコ,34.08000000,139.48166667,34,4.8,139,28.9,30,1,1,0,0,0,2008,2,20,,,
a,1522,新島,ニイジマ,34.36833333,139.26833333,34,22.1,139,16.1,29,1,1,1,0,0,9999,99,99,2008年11月17日までの地点名「川原」,,
a,1523,神津島,コウヅシマ,34.18833333,139.13333333,34,11.3,139,8,138,1,1,1,0,0,9999,99,99,2006年2月28日までの地点名「金長」,,
a,1525,三宅伊豆,ミヤケイズ,34.12000000,139.50333333,34,7.2,139,30.2,50,1,1,0,0,0,2008,2,20,,,
s,47991,南鳥島,ミナミトリシマ,24.28833333,153.98333333,24,17.3,153,59,7.1,1,1,1,1,1,9999,99,99,,,
a,1595,母島,ハハジマ,26.63500000,142.16166667,26,38.1,142,9.7,32,1,0,0,0,0,9999,99,99,,,
a,1595,母島,ハハジマ,26.63500000,142.16166667,26,38.1,142,9.7,32,1,0,0,0,0,9999,99,99,,,
a,1642,大島臨時,オオシマリンジ,34.74833333,139.36166667,34,44.9,139,21.7,90,1,0,0,0,0,2014,11,20,,,
a,1643,大島泉津,オオシマセンヅ,34.77833333,139.42166667,34,46.7,139,25.3,49,1,0,0,0,0,9999,99,99,,,
a,1644,大島差木地,オオシマサシキジ,34.68333333,139.41333333,34,41,139,24.8,41,1,0,0,0,0,9999,99,99,,,
a,1646,利島,トシマ,34.52833333,139.28166667,34,31.7,139,16.9,100,1,0,0,0,0,9999,99,99,,,
a,1648,青ヶ島,アオガシマ,32.46666667,139.76000000,32,28,139,45.6,272,1,0,0,0,0,9999,99,99,,,
